nofinesset,nofinessej,rs_courte,rs_longue,telephone,departement_code,departement_nom,ville_cp,categorie_libelle,categorie_groupe_libelle,statut_juridique_lib,siret
490019957,490004405,IRM DU CHOLETAIS - LE PARC,IRM DU CHOLETAIS - LE PARC,,49,MAINE ET LOIRE,49300 CHOLET,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43879994200018
490019965,490016722,IRM DE SAUMUR,IRM DE SAUMUR,0241513201,49,MAINE ET LOIRE,49403 SAUMUR CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,51111445600011
490019973,490015914,IRM AGGLO ANGEVINE- ANJOU,IRM AGGLO ANGEVINE- CLINIQUE DE L'ANJOU,0241447171,49,MAINE ET LOIRE,49044 ANGERS CEDEX 01,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
490019981,490015914,IRM AGGLO ANGEVINE - ST LEONARD,IRM CLINIQUE SAINT LEONARD,0241417373,49,MAINE ET LOIRE,49800 TRELAZE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
490019999,490004637,SCANNER AGGLO ANGEVINE- CLINIQUE ANJOU,SCANNER AGGLO ANGEVINE CLINIQUE DE L'ANJOU,0241447171,49,MAINE ET LOIRE,49044 ANGERS CEDEX 01,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
490020005,490004637,SCANNER AGGLO ANGEVINE-SAINT LEONARD,SCANNER CLINIQUE SAINT LEONARD A TRELAZE,0241417373,49,MAINE ET LOIRE,49800 TRELAZE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,indéterminé,33820593300033
490020013,490004405,IRM DU CHOLETAIS - SITE CH,IRM DU CHOLETAIS - SITE CH,,49,MAINE ET LOIRE,49325 CHOLET CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43879994200018
490020245,530000025,CH HAUT ANJOU SITE SEGRE,CH HAUT ANJOU SITE SEGRE,,49,MAINE ET LOIRE,49500 SEGRE EN ANJOU BLEU,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26530008700011
490020989,490000031,TEP CHU ANGERS SITE  CH CHOLET,TEP CHU ANGERS SITE  CH CHOLET,0241353295,49,MAINE ET LOIRE,49300 CHOLET,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,
490021979,490022597,SELARL IMAC,SELARL IMAC,,49,MAINE ET LOIRE,49300 CHOLET,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,47872944500039
490022241,490015914,SCM IRM AA - ST JOSEPH,,,49,MAINE ET LOIRE,49800 TRELAZE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
490022258,490004637,SCANNER AGGLO ANGEVINE - ST JOSEPH,SCM SCANNER AA,,49,MAINE ET LOIRE,49800 TRELAZE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,indéterminé,
490529005,490000031,SMR CHU ANGERS,SMR CHU ANGERS,0241353079,49,MAINE ET LOIRE,49933 ANGERS CEDEX 9,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26490003600106
490539293,490000676,CTRE DE PLANIFICATION CH CHOLET,CENTRE DE PLANIFICATION DU CENTRE HOSPITALIER DE CHOLET,0241496000,49,MAINE ET LOIRE,49325 CHOLET CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26490039000099
490542628,490000676,HDJ CMP ADULTES BEAUPREAU,HOPITAL DE JOUR CMP ADULTES CENTRE HOSPITALIER CHOLET,0241496331,49,MAINE ET LOIRE,49600 BEAUPREAU EN MAUGES,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,
500000021,500000054,HOPITAUX DU SUD MANCHE SITE AVRANCHES,,0233894000,50,MANCHE,50303 AVRANCHES CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,indéterminé,26500165100024
500000187,500000013,CHPC - SITE CHERBOURG,CENTRE HOSPITALIER PUBLIC DU COTENTIN,0233207000,50,MANCHE,50102 CHERBOURG OCTEVILLE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20000297000016
500000195,500000039,CH CARENTAN,,0233425050,50,MANCHE,50500 CARENTAN LES MARAIS,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26500101600012
500000237,500010384,FONDATION LE BON SAUVEUR DE LA MANCHE,FONDATION LE BON SAUVEUR DE LA MANCHE - PICAUVILLE,0233218400,50,MANCHE,50360 PICAUVILLE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155900010
500000252,500010384,FONDATION BON SAUVEUR DE LA MANCHE,FONDATION BON SAUVEUR DE LA MANCHE - SAINT-LO,0233777777,50,MANCHE,50008 ST LO CEDEX,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155900747
500000260,500000054,HOPITAUX DU SUD MANCHE SITE GRANVILLE,,0233915000,50,MANCHE,50406 GRANVILLE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,indéterminé,26500165100016
500000302,500000062,CH  MORTAIN,,0233692100,50,MANCHE,50140 MORTAIN BOCAGE,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26500103200019
500000427,500000096,CH DE SAINT HILAIRE DU HARCOUET,CENTRE HOSPITALIER DE SAINT HILAIRE DU HARCOUET,0233794444,50,MANCHE,50600 ST HILAIRE DU HARCOUET,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26500105700016
500000435,500000104,HOPITAL SAINT JAMES,HOPITAL SAINT JAMES,0233898900,50,MANCHE,50240 ST JAMES,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26500106500019
500000450,500000112,CH - SAINT-LO,CENTRE HOSPITALIER MEMORIAL FRANCE ETATS-UNIS ST-LO,0233063333,50,MANCHE,50009 ST LO CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26500107300013
500000468,500000013,CHPC - SITE VALOGNES,,0233957000,50,MANCHE,50700 VALOGNES,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20000297000057
500000476,500000054,HOPITAUX DU SUD MANCHE SITE VILLEDIEU,,0233914300,50,MANCHE,50800 VILLEDIEU LES POELES ROUFF,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,indéterminé,
500000575,500000245,CH DE L'ESTRAN,CENTRE HOSPITALIER DE L'ESTRAN,0233607200,50,MANCHE,50170 PONTORSON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26500133900018
500000591,500000393,CENTRE HOSPITALIER DE COUTANCES,CENTRE HOSPITALIER DE COUTANCES,0233474000,50,MANCHE,50208 COUTANCES CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26500110700019
500012307,500010384,SERVICE DE PSY ADULTES  (50G01-02),"SERVICE DE PSYCHIATRIE ADULTE ""LES GENETS""",0233886868,50,MANCHE,50110 CHERBOURG EN COTENTIN,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155900127
500012661,500010384,CENTRE D'ALCOOLOGIE - FBS MANCHE,CENTRE D'ALCOOLOGIE DE SAINT-LO,0233576107,50,MANCHE,50000 ST LO,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78091478400068
500012885,500010384,HDJ L'ESTRAN (50G03) - FBS PICAUVILLE,,0233403600,50,MANCHE,50700 VALOGNES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155900978
500013313,500010384,HOPITAL DE JOUR (50I02) - FBS MANCHE,HOPITAL DE JOUR ST-LO,0233720380,50,MANCHE,50000 ST LO,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155900820
500013727,500000245,HOPITAL DE JOUR (50G07)-CH DE L'ESTRAN,HOPITAL DE JOUR DE GRANVILLE,0233510909,50,MANCHE,50400 GRANVILLE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26500133900554
500013750,500000245,HOPITAL DE JOUR (50G07)-CH DE L'ESTRAN,HOPITAL DE JOUR D'AVRANCHES,0233585843,50,MANCHE,50300 AVRANCHES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26500133900075
500013776,500000245,HOPITAL DE JOUR (50G06)-CH DE L'ESTRAN,HOPITAL DE JOUR DE ST-HILAIRE-DU-HARCOUET,0233491190,50,MANCHE,50600 ST HILAIRE DU HARCOUET,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26500133900083
500013818,500000245,HOPITAL DE JOUR CASPE (50I03),HOPITAL DE JOUR (ENFANTS) DE ST-HILAIRE DU HARCOUET,0233493570,50,MANCHE,50600 ST HILAIRE DU HARCOUET,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26500133900117
500013990,500010384,CENTRE ANDRÉ HEDOUIN,CENTRE ANDRÉ HEDOUIN,0233886868,50,MANCHE,50470 CHERBOURG EN COTENTIN,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155900168
500014782,500010384,HOPITAL DE JOUR (50G01)-FBS PICAUVILLE,"HOPITAL DE JOUR ""P.MALE"" + CATTP CHERBOURG",0233938272,50,MANCHE,50110 CHERBOURG EN COTENTIN,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155900176
500015284,500010384,HOPITAL DU BUOT (50G04)- FBS MANCHE,HOPITAL DE JOUR DU BUHOT DE SAINT-LO,0233777767,50,MANCHE,50008 ST LO CEDEX,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500015292,500010384,MAISON RURALE (50G05) - FBS MANCHE,MAISON RURALE THERAPEUTIQUE  CERISY LA SALLE,0233051834,50,MANCHE,50210 CERISY LA SALLE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500015318,500010384,MAISON RURALE DANGY (50G05)-FBS MANCHE,MAISON RURALE RURALE THERAPEUTIQUE DE DANGY,0233050316,50,MANCHE,50750 DANGY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500016373,500000245,HOPITAL DE JOUR (50I03)-CH DE L'ESTRAN,"HOPITAL DE JOUR ""CASPE"" DONVILLE LES BAINS",0233508494,50,MANCHE,50350 DONVILLE LES BAINS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26500133900448
500017348,500010384,HOPITAL DE JOUR (50G05) - FBS MANCHE,,0233076742,50,MANCHE,50210 CERISY LA SALLE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500017355,500010384,MAISON RURALE CERISY (50G05)- FBS,,0233074542,50,MANCHE,50210 CERISY LA SALLE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500017579,500010384,HOPITAL DE JOUR PR ENFANTS -FBS MANCHE,,,50,MANCHE,50200 COUTANCES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500018601,500000245,POLE ADDICTOLOGIE - CH DE L'ESTRAN,POLE ADDICTOLOGIE + HOPITAL DE JOUR,0233606500,50,MANCHE,50170 PONTORSON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26500133900521
500019864,500000245,HOPITAL DE JOUR (50I03)-CH DE L'ESTRAN,CENTRE D'ACCUEIL ET DE SOINS POUR ENFANTS,0233581892,50,MANCHE,50300 AVRANCHES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26500133900026
500020342,500010384,HÔPITAL DE NUIT (ESPACE LÉO KANNER),,,50,MANCHE,50180 THEREVAL,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500020383,500010384,ECALGRAIN - GÉRONTOPSY,,0233018690,50,MANCHE,50700 VALOGNES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500020862,500010384,"HOPITAL DE JOUR ""ESPACE NAGY""-ADDICTO",,,50,MANCHE,50000 ST LO,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500021274,140000159,HAD DU CH DE VIRE SITE DE MORTAIN,,0231674747,50,MANCHE,50140 MORTAIN BOCAGE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,
500021282,140000159,HAD DU CH DE VIRE SITE DE VILLEDIEU,,0231674747,50,MANCHE,50800 VILLEDIEU LES POELES ROUFF,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,
500021563,500010384,ANTENNE PSYCHIATRIQUE DES URGENCES,,,50,MANCHE,50110 CHERBOURG EN COTENTIN,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,indéterminé,78090155900556
500021738,500018189,IMAGERIE MEDICALE COUTANCES & LITTORAL,,0233191133,50,MANCHE,50200 COUTANCES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,indéterminé,80829626300011
500022116,500000245,HJ POUR ADOLESCENTS - CH ESTRAN,,0233794142,50,MANCHE,50300 AVRANCHES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26500133900018
500022165,500020201,DOCTEUR ABDEL MOUMEN ABIB,,0631510493,50,MANCHE,50300 AVRANCHES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,51804481300021
500022173,500003629,GIE CENTRE IRM PUBLIC PRIVE -AVRANCHES,,,50,MANCHE,50303 AVRANCHES CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43251411500018
500022181,500020193,SAS DE LA BAIE,,0233686086,50,MANCHE,50300 AVRANCHES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,94917779400011
500022199,140022559,SELARL D'IMAGERIE METABOLIQUE 1450,,,50,MANCHE,50100 CHERBOURG EN COTENTIN,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,45055678200024
500022215,500022207,GIE IRM COTENTIN,,0231511617,50,MANCHE,50700 VALOGNES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,81034715300019
500022223,500003629,GIE CENTRE IRM PUBLIC PRIVE -ST MARTIN,,0233686082,50,MANCHE,50300 AVRANCHES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
500023940,500010384,CSPPA,CENTRE DE SOINS PSYCHIQUES POUR ADOLESCENTS,0233101260,50,MANCHE,50110 CHERBOURG EN COTENTIN,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155900010
500023957,500010384,POLE RESSOURCES ENFANCE (PRE),,0233101440,50,MANCHE,50110 CHERBOURG EN COTENTIN,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155900796
500024633,500010384,EMATSA - ETADA,EQUIPE TERRITORIALE D'APPUI AU DIAGNOSTIC DE L'AUTISME,0233234249,50,MANCHE,50500 CARENTAN LES MARAIS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,78090155901091
500025382,140033515,SELAS NORMEDIS RADIOLOGIE,,0231511617,50,MANCHE,50500 CARENTAN LES MARAIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,indéterminé,44842836700057
500025770,500025762,CENTRE D'IMAGERIE MEDICALE,,0233571790,50,MANCHE,50000 ST LO,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,indéterminé,33776930100017
500025895,500010384,HOPITAL DE JOUR HORIZONS,,0233190801,50,MANCHE,50200 COUTANCES,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
500026174,500026166,GIE COUTANCES,,0233191132,50,MANCHE,50200 COUTANCES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,indéterminé,
510000169,510000037,CENTRE HOSPITALIER LEON BOURGEOIS,CENTRE HOSPITALIER LEON BOURGEOIS,0326696060,51,MARNE,51005 CHALONS EN CHAMPAGNE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26510001600012
510000177,100006279,CENTRE HOSPITALIER DE SEZANNE,,0326817979,51,MARNE,51120 SEZANNE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20001123700035
510000219,510000052,ETABT PUBLIC DE SANTE MENTALE  MARNE,ETABLISSEMENT PUBLIC DE SANTE MENTALE DE LA MARNE,0326703737,51,MARNE,51022 CHALONS EN CHAMPAGNE CEDEX,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26510915700015
510000235,510000060,CENTRE HOSPITALIER D'EPERNAY,,0326587070,51,MARNE,51205 EPERNAY CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26510002400016
510000250,510000078,CENTRE HOSPITALIER VITRY LE FRANCOIS,,0326736060,51,MARNE,51308 VITRY LE FRANCOIS CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26510009900018
510000359,510000086,HOPITAL LOCAL DE MONTMIRAIL,,0326812036,51,MARNE,51210 MONTMIRAIL,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26510004000012
510000466,510000102,CENTRE HOSPITALIER DE SAINTE-MENEHOULD,,0326601525,51,MARNE,51800 STE MENEHOULD,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26510006500118
510002298,750721334,HAD DE REIMS CROIX ROUGE FRANCAISE,HOSPITALISATION A DOMICILE DE LA CROIX ROUGE FRANCAISE,0326400038,51,MARNE,51100 REIMS,Hospitalisation à Domicile,Traitements et Soins à Domicile,"Etab de santé privé non lucratif, non déclar intérêt collect",77567227220163
510002447,510000029,HOPITAL ROBERT DEBRE CHU REIMS,,0326787878,51,MARNE,51092 REIMS CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26510005700180
510002454,510000029,HOPITAL SEBASTOPOL CHU REIMS,,0326784461,51,MARNE,51092 REIMS CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26510005700040
510002470,510000029,AMERICAN MEMORIAL HOSPITAL CHU REIMS,,0326787878,51,MARNE,51092 REIMS CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26510005700032
510003676,510000052,HOPITAL DE JOUR - EPSM-MARNE,,0326402254,51,MARNE,51100 REIMS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26510915700056
510004302,510000029,HOPITAL MAISON BLANCHE CHU REIMS,,0326787878,51,MARNE,51092 REIMS CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26510005700065
510006174,510002736,MAIS REG ACC FAMILLES DES MALADES HOSP,MAISON REG PR L'ACCUEIL DES FAMILLES DES MALADES HOSPITAL.,0326361284,51,MARNE,51100 REIMS,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,,31455776000027
510006984,510000052,"CMP CATTP ""ANTONIN ARTAUD""  EPSM MARNE",,0326400123,51,MARNE,51100 REIMS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26510915700478
